TransactionAmount,CustomerAge,TransactionDuration,AccountBalance,Cluster,TransactionType,Channel,CustomerOccupation
366.43,21.0,91.99999999999999,1560.45,4,Credit,Online,Student
120.85999999999999,33.0,162.0,13566.58,1,Debit,Online,Doctor
233.74,72.0,142.0,4749.54,1,Debit,Online,Retired
471.8399999999999,18.0,138.0,1044.33,2,Debit,ATM,Student
213.4,73.0,100.00000000000001,2012.24,3,Credit,Branch,Retired
254.21,48.0,45.99999999999999,2487.2,2,Debit,ATM,Engineer
577.73,37.0,63.0,14977.99,2,Debit,ATM,Doctor
170.26,27.0,265.0,1969.48,2,Debit,ATM,Student
337.73,78.0,107.0,7001.2,1,Debit,Online,Retired
330.61,64.0,113.0,2525.25,3,Credit,Branch,Retired
132.33,35.0,47.0,7457.94,5,Credit,ATM,Engineer
672.74,46.0,118.0,5386.52,3,Credit,Branch,Engineer
74.04,18.0,66.0,1690.23,1,Debit,Online,Student
197.18,28.0,135.0,3114.92,1,Debit,Online,Engineer
21.15,70.0,180.0,3466.74,0,Debit,Branch,Retired
218.37,62.0,105.0,9942.24,2,Debit,ATM,Doctor
590.01,29.0,140.0,9791.74,1,Debit,Online,Doctor
697.82,44.0,153.0,6824.0,1,Debit,Online,Engineer
302.76,38.0,88.0,8583.39,2,Debit,ATM,Engineer
148.0,20.0,35.0,1488.65,0,Debit,Branch,Student
22.26,19.0,56.0,5583.88,0,Debit,Branch,Student
0.8599999999999999,25.0,139.0,1357.22,2,Debit,ATM,Student
757.1,65.0,203.0,10553.23,0,Debit,Branch,Doctor
38.81,25.0,145.0,1619.6,4,Credit,Online,Student
76.51,49.0,120.0,9475.4,4,Credit,Online,Engineer
32.46,31.0,10.0,8656.18,1,Debit,Online,Doctor
20.64,22.0,59.00000000000001,949.38,0,Debit,Branch,Student
662.11,23.0,219.0,1996.38,0,Debit,Branch,Student
288.77,55.0,110.0,8836.51,2,Debit,ATM,Engineer
35.05,30.0,105.0,14330.47,0,Debit,Branch,Doctor
214.73,46.0,26.0,5368.42,5,Credit,ATM,Doctor
25.38,57.0,66.0,8616.05,0,Debit,Branch,Engineer
617.66,41.0,40.0,5906.58,2,Debit,ATM,Engineer
446.39,63.0,77.0,7863.6,2,Debit,ATM,Retired
377.92,33.0,204.0,2254.71,0,Debit,Branch,Engineer
11.04,30.0,43.0,6983.04,1,Debit,Online,Engineer
275.46,36.0,67.0,9697.75,2,Debit,ATM,Doctor
179.76,78.0,81.0,5909.52,1,Debit,Online,Retired
32.34,44.0,45.0,7847.619999999999,0,Debit,Branch,Doctor
273.92,79.0,109.0,4543.56,0,Debit,Branch,Retired
375.45,19.0,32.0,1307.23,0,Debit,Branch,Student
388.98,23.0,155.0,1819.91,2,Debit,ATM,Student
492.8399999999999,25.0,37.99999999999999,577.67,2,Debit,ATM,Student
148.85,57.0,25.000000000000004,7802.360000000001,2,Debit,ATM,Doctor
119.94999999999999,62.0,47.0,2596.61,3,Credit,Branch,Retired
391.66,50.0,103.0,2406.31,0,Debit,Branch,Engineer
185.99,41.0,53.00000000000001,402.45,3,Credit,Branch,Engineer
322.48,27.0,57.0,1238.43,2,Debit,ATM,Student
20.27,18.0,22.0,796.3499999999999,0,Debit,Branch,Student
280.61,47.0,129.0,7888.76,2,Debit,ATM,Engineer
199.02,61.0,269.0,4658.89,2,Debit,ATM,Retired
104.23,63.0,107.99999999999999,5009.29,4,Credit,Online,Retired
353.59,52.0,109.0,1822.34,3,Credit,Branch,Retired
55.86,39.0,68.00000000000001,5346.46,1,Debit,Online,Engineer
10.77,31.0,178.0,10704.95,2,Debit,ATM,Doctor
95.55,33.0,51.00000000000001,2434.74,0,Debit,Branch,Engineer
477.07000000000005,27.0,278.0,6568.07,1,Debit,Online,Engineer
9.1,52.0,63.0,2791.45,4,Credit,Online,Retired
21.41,57.0,99.0,658.91,1,Debit,Online,Doctor
278.28,28.0,26.0,1346.88,0,Debit,Branch,Student
388.1,73.0,40.0,3022.12,4,Credit,Online,Retired
215.39,27.0,215.99999999999997,1582.55,2,Debit,ATM,Student
194.37,66.0,161.0,14395.88,2,Debit,ATM,Doctor
37.7,20.0,109.0,1741.1,2,Debit,ATM,Student
19.59,64.0,122.0,1061.69,0,Debit,Branch,Retired
81.35,41.0,103.0,7192.45,1,Debit,Online,Engineer
314.54,58.0,228.0,9923.45,3,Credit,Branch,Engineer
466.64,58.0,11.0,10915.11,2,Debit,ATM,Doctor
397.01,22.0,100.00000000000001,719.52,2,Debit,ATM,Student
472.48,55.0,87.0,7128.82,0,Debit,Branch,Engineer
67.15,59.0,14.0,9028.49,1,Debit,Online,Doctor
102.67,79.0,119.0,4656.94,0,Debit,Branch,Retired
460.09,35.0,146.0,6990.64,4,Credit,Online,Doctor
453.49,66.0,147.0,6366.43,0,Debit,Branch,Doctor
267.17,26.0,170.0,1382.62,2,Debit,ATM,Student
111.26,66.0,43.0,14350.11,2,Debit,ATM,Doctor
121.17,68.0,158.0,12990.77,2,Debit,ATM,Doctor
213.28,51.0,94.0,4835.91,0,Debit,Branch,Retired
187.88,60.0,180.0,2154.58,2,Debit,ATM,Engineer
471.88,34.0,141.0,14833.34,4,Credit,Online,Doctor
83.79,57.0,47.0,5061.3,2,Debit,ATM,Engineer
212.14,72.0,105.0,7225.06,0,Debit,Branch,Retired
99.16,79.0,202.0,2607.58,1,Debit,Online,Retired
839.33,60.0,86.0,11538.97,3,Credit,Branch,Doctor
29.91,76.0,43.0,2834.84,4,Credit,Online,Retired
4.24,38.0,37.99999999999999,7822.729999999999,1,Debit,Online,Engineer
50.29,58.0,64.0,7604.9,4,Credit,Online,Doctor
135.85,57.0,269.0,1480.39,1,Debit,Online,Retired
368.53,68.0,34.0,13696.31,0,Debit,Branch,Doctor
17.95,64.0,135.0,12344.9,3,Credit,Branch,Doctor
127.80000000000001,31.0,47.0,8630.99,3,Credit,Branch,Engineer
16.73,45.0,48.0,2202.62,1,Debit,Online,Engineer
317.12,44.0,80.0,14409.74,0,Debit,Branch,Doctor
476.62999999999994,79.0,115.0,4894.25,2,Debit,ATM,Retired
156.58,24.0,160.0,8981.61,0,Debit,Branch,Student
55.12,34.0,261.0,3791.99,4,Credit,Online,Engineer
15.739999999999998,27.0,37.99999999999999,690.16,0,Debit,Branch,Student
353.68,70.0,145.0,6777.12,1,Debit,Online,Retired
297.15,76.0,178.0,5449.37,1,Debit,Online,Retired
647.85,36.0,121.0,13779.97,0,Debit,Branch,Doctor
75.04,49.0,178.0,9648.6,2,Debit,ATM,Engineer
273.92,28.0,35.0,1029.15,1,Debit,Online,Student
215.8,51.0,66.0,3656.62,3,Credit,Branch,Retired
420.6,26.0,55.0,1778.75,0,Debit,Branch,Student
688.36,23.0,22.0,5191.13,3,Credit,Branch,Student
285.18,55.0,150.0,14847.97,3,Credit,Branch,Doctor
213.55,63.0,15.0,5238.37,2,Debit,ATM,Doctor
463.11,51.0,159.0,10238.82,3,Credit,Branch,Doctor
150.03,73.0,176.0,7491.42,2,Debit,ATM,Retired
428.61,51.0,131.0,2116.36,0,Debit,Branch,Retired
309.56,58.0,147.0,972.04,1,Debit,Online,Doctor
377.08,26.0,71.0,6430.86,3,Credit,Branch,Student
77.25,68.0,157.0,14077.97,0,Debit,Branch,Doctor
146.92,64.0,272.0,3990.6,2,Debit,ATM,Retired
126.59999999999998,22.0,146.0,961.6499999999999,0,Debit,Branch,Student
101.34,24.0,45.99999999999999,703.2599999999999,2,Debit,ATM,Student
184.97,58.0,268.0,1156.67,0,Debit,Branch,Doctor
451.15,46.0,175.0,1356.47,2,Debit,ATM,Engineer
516.47,25.0,94.0,1305.06,5,Credit,ATM,Student
880.04,25.0,29.000000000000004,261.97,2,Debit,ATM,Student
353.69,59.0,163.0,9500.79,1,Debit,Online,Engineer
66.69,25.0,140.0,1210.33,3,Credit,Branch,Student
95.75,31.0,169.0,337.62,0,Debit,Branch,Engineer
43.91,27.0,86.0,1806.68,1,Debit,Online,Student
98.03,54.0,165.0,6323.45,0,Debit,Branch,Engineer
617.66,42.0,128.0,7155.95,2,Debit,ATM,Engineer
888.57,62.0,102.0,7896.14,1,Debit,Online,Retired
107.48,22.0,129.0,591.2299999999999,0,Debit,Branch,Student
36.57,62.0,69.00000000000001,2583.07,2,Debit,ATM,Retired
575.62,43.0,129.0,234.40999999999997,1,Debit,Online,Doctor
84.89,37.0,70.0,4735.61,2,Debit,ATM,Engineer
832.3,69.0,86.0,6617.52,3,Credit,Branch,Retired
180.65,22.0,37.99999999999999,816.0099999999999,0,Debit,Branch,Student
7.759999999999999,52.0,84.00000000000001,7393.11,4,Credit,Online,Retired
109.3,56.0,26.999999999999996,13510.11,0,Debit,Branch,Doctor
230.08000000000004,79.0,123.99999999999999,4466.1,1,Debit,Online,Retired
361.92,54.0,111.0,7474.31,2,Debit,ATM,Retired
71.29,68.0,55.0,7225.63,2,Debit,ATM,Retired
122.45,46.0,98.0,7255.49,0,Debit,Branch,Doctor
642.53,65.0,128.0,11417.91,2,Debit,ATM,Doctor
62.86,25.0,30.999999999999996,1040.43,0,Debit,Branch,Student
175.21,69.0,69.00000000000001,6039.04,5,Credit,ATM,Doctor
168.0,32.0,11.0,3498.58,3,Credit,Branch,Engineer
11.46,67.0,73.0,6628.75,1,Debit,Online,Retired
382.07,62.0,147.0,10156.09,3,Credit,Branch,Doctor
13.48,18.0,20.0,521.88,1,Debit,Online,Student
65.32,28.0,53.99999999999999,9165.02,2,Debit,ATM,Student
83.07,27.0,291.0,6704.76,0,Debit,Branch,Engineer
730.1,77.0,93.0,6384.05,3,Credit,Branch,Retired
85.31,62.0,26.999999999999996,6095.65,2,Debit,ATM,Retired
726.61,18.0,277.0,1008.76,2,Debit,ATM,Student
130.4,45.0,63.0,4381.24,0,Debit,Branch,Engineer
68.1,20.0,47.0,1382.8,2,Debit,ATM,Student
65.26,26.0,72.0,7380.63,0,Debit,Branch,Student
191.62,63.0,51.00000000000001,1981.6700000000003,0,Debit,Branch,Doctor
212.88,39.0,122.0,7036.72,1,Debit,Online,Doctor
88.38,30.0,138.0,3707.82,2,Debit,ATM,Engineer
48.77,42.0,51.00000000000001,2040.1600000000003,4,Credit,Online,Engineer
289.1,27.0,206.0,267.53,2,Debit,ATM,Student
390.09,26.0,49.0,2617.23,1,Debit,Online,Engineer
48.29,37.0,242.0,8883.4,1,Debit,Online,Engineer
333.83,63.0,135.0,1660.66,2,Debit,ATM,Retired
100.27,79.0,51.00000000000001,4309.9,1,Debit,Online,Retired
44.54,31.0,164.0,362.4,2,Debit,ATM,Engineer
82.17,28.0,21.000000000000004,1913.06,0,Debit,Branch,Student
447.42,32.0,65.0,6133.22,1,Debit,Online,Engineer
590.26,25.0,48.0,1068.28,3,Credit,Branch,Student
192.73,71.0,157.0,2037.7499999999998,0,Debit,Branch,Retired
146.01,26.0,269.0,221.79,1,Debit,Online,Student
136.05,24.0,63.0,1127.54,1,Debit,Online,Student
11.57,56.0,64.0,2061.61,3,Credit,Branch,Retired
102.34,51.0,78.0,9326.28,1,Debit,Online,Doctor
7.82,36.0,273.0,2240.49,2,Debit,ATM,Engineer
79.43,74.0,72.0,6579.37,2,Debit,ATM,Retired
386.97,58.0,137.0,1876.35,0,Debit,Branch,Retired
51.22,23.0,82.0,1664.59,0,Debit,Branch,Student
256.05,54.0,35.0,6910.18,2,Debit,ATM,Retired
7.790000000000001,34.0,298.0,1319.85,0,Debit,Branch,Doctor
233.71,63.0,11.0,6095.5,0,Debit,Branch,Doctor
176.37,55.0,126.0,2420.86,0,Debit,Branch,Retired
122.62999999999998,21.0,153.0,359.06,0,Debit,Branch,Student
86.41,75.0,125.0,3128.71,2,Debit,ATM,Retired
21.57,54.0,71.0,7587.48,2,Debit,ATM,Retired
82.67,26.0,45.99999999999999,290.59,0,Debit,Branch,Student
451.35,47.0,223.0,7707.959999999999,3,Credit,Branch,Engineer
299.42,63.0,53.00000000000001,4735.41,3,Credit,Branch,Retired
543.47,18.0,122.0,6165.03,2,Debit,ATM,Student
346.76,21.0,116.00000000000001,1637.75,3,Credit,Branch,Student
47.48,24.0,66.0,585.5199999999999,0,Debit,Branch,Student
64.92,58.0,236.0,5481.76,0,Debit,Branch,Engineer
350.72,28.0,48.0,1982.8999999999999,5,Credit,ATM,Student
3.8000000000000003,65.0,174.0,5766.96,1,Debit,Online,Doctor
22.54,26.0,42.00000000000001,7139.11,1,Debit,Online,Engineer
767.14,62.0,37.99999999999999,4732.57,3,Credit,Branch,Retired
167.47,35.0,103.0,2293.13,2,Debit,ATM,Engineer
43.65,30.0,212.0,2870.67,3,Credit,Branch,Engineer
391.08,56.0,105.0,6885.16,1,Debit,Online,Retired
390.77,44.0,34.0,5500.56,1,Debit,Online,Doctor
508.16,39.0,131.0,5609.44,2,Debit,ATM,Engineer
36.76,65.0,107.99999999999999,1228.93,4,Credit,Online,Retired
332.33,27.0,101.0,192.63,2,Debit,ATM,Student
362.09,32.0,30.999999999999996,6590.28,0,Debit,Branch,Engineer
42.58,30.0,80.0,13485.0,1,Debit,Online,Doctor
122.34999999999998,53.0,188.0,6472.5,3,Credit,Branch,Retired
248.66,28.0,113.0,2571.39,1,Debit,Online,Engineer
461.24999999999994,54.0,171.0,676.0999999999999,4,Credit,Online,Doctor
61.77,56.0,49.0,12352.2,0,Debit,Branch,Doctor
268.92,29.0,148.0,8765.38,0,Debit,Branch,Engineer
303.97,24.0,77.0,1590.88,1,Debit,Online,Student
219.02,54.0,68.00000000000001,7375.73,4,Credit,Online,Engineer
125.14,20.0,30.999999999999996,1845.18,0,Debit,Branch,Student
47.6,53.0,115.0,1382.51,1,Debit,Online,Engineer
592.82,74.0,247.99999999999997,7508.98,1,Debit,Online,Retired
372.5,22.0,211.0,3901.82,2,Debit,ATM,Student
4.72,32.0,20.0,4792.01,0,Debit,Branch,Engineer
144.93,42.0,74.0,6887.52,0,Debit,Branch,Engineer
316.56,28.0,261.0,8643.51,1,Debit,Online,Engineer
9.18,22.0,140.0,887.3199999999999,1,Debit,Online,Student
421.25,25.0,66.0,7174.69,1,Debit,Online,Student
185.71,48.0,194.0,2679.91,0,Debit,Branch,Engineer
26.27,45.0,177.0,8853.93,4,Credit,Online,Engineer
297.03,61.0,151.0,1088.62,1,Debit,Online,Retired
341.67,53.0,96.0,1442.29,0,Debit,Branch,Retired
99.52,52.0,127.0,3798.0900000000006,2,Debit,ATM,Engineer
881.1,28.0,16.0,9951.68,0,Debit,Branch,Student
139.69,52.0,180.0,9567.94,1,Debit,Online,Engineer
42.72,37.0,143.0,2669.66,2,Debit,ATM,Engineer
112.72,31.0,17.0,9630.0,0,Debit,Branch,Doctor
568.88,19.0,105.0,1307.86,0,Debit,Branch,Student
189.03,28.0,50.00000000000001,1916.46,2,Debit,ATM,Student
199.8,20.0,163.0,167.28,2,Debit,ATM,Student
189.08,68.0,238.0,10790.8,0,Debit,Branch,Doctor
409.59,35.0,50.00000000000001,14563.02,1,Debit,Online,Doctor
349.34,28.0,245.0,614.1399999999999,5,Credit,ATM,Student
283.15,24.0,180.0,603.79,1,Debit,Online,Student
151.82,51.0,105.0,2197.12,2,Debit,ATM,Retired
438.59,37.0,103.0,8994.39,1,Debit,Online,Engineer
590.57,79.0,93.0,3224.6,2,Debit,ATM,Retired
63.74,63.0,30.999999999999996,4336.4,1,Debit,Online,Retired
77.02,59.0,132.0,800.8299999999999,4,Credit,Online,Doctor
501.15000000000003,47.0,208.0,8821.84,0,Debit,Branch,Engineer
8.95,76.0,102.0,3299.84,1,Debit,Online,Retired
173.6,21.0,160.0,421.44,1,Debit,Online,Student
149.4,53.0,123.0,1035.22,2,Debit,ATM,Retired
388.21,53.0,237.0,9724.49,3,Credit,Branch,Doctor
484.30000000000007,61.0,230.0,7910.300000000001,4,Credit,Online,Retired
126.04,65.0,167.0,6041.69,3,Credit,Branch,Retired
52.04,50.0,30.999999999999996,8436.12,3,Credit,Branch,Doctor
389.7,62.0,215.99999999999997,7125.15,3,Credit,Branch,Doctor
161.1,19.0,104.0,239.11999999999998,5,Credit,ATM,Student
309.77,67.0,137.0,4378.14,4,Credit,Online,Retired
838.57,41.0,273.0,14576.47,2,Debit,ATM,Doctor
202.55,21.0,34.0,701.7299999999999,2,Debit,ATM,Student
724.18,41.0,134.0,10922.78,0,Debit,Branch,Doctor
124.98,24.0,78.0,641.9999999999999,2,Debit,ATM,Student
487.32000000000005,52.0,164.0,7707.959999999999,0,Debit,Branch,Doctor
635.91,46.0,78.0,13267.09,3,Credit,Branch,Doctor
205.65,62.0,144.0,3582.16,0,Debit,Branch,Retired
39.41,25.0,132.0,921.91,0,Debit,Branch,Student
254.0,35.0,63.0,5788.53,0,Debit,Branch,Doctor
436.8,36.0,213.0,4515.43,0,Debit,Branch,Engineer
224.73,76.0,63.0,7551.890000000001,0,Debit,Branch,Retired
752.69,65.0,115.0,14489.69,5,Credit,ATM,Doctor
78.5,31.0,41.0,13991.5,3,Credit,Branch,Doctor
50.0,53.0,87.0,185.87,5,Credit,ATM,Doctor
132.42,18.0,164.0,726.3899999999999,2,Debit,ATM,Student
11.67,76.0,105.0,7458.629999999999,0,Debit,Branch,Retired
83.16,61.0,177.0,3065.87,2,Debit,ATM,Retired
149.02,46.0,176.0,9379.72,3,Credit,Branch,Engineer
74.27,59.0,148.0,13696.61,4,Credit,Online,Doctor
876.57,62.0,118.0,3743.6300000000006,5,Credit,ATM,Retired
615.58,42.0,133.0,14343.0,2,Debit,ATM,Doctor
643.03,36.0,52.00000000000001,2882.16,4,Credit,Online,Engineer
7.949999999999999,79.0,65.0,5631.2,2,Debit,ATM,Retired
270.92,77.0,143.0,4574.43,3,Credit,Branch,Retired
499.4800000000001,24.0,133.0,1242.62,2,Debit,ATM,Student
841.5,25.0,287.0,352.31,3,Credit,Branch,Student
138.82,77.0,53.00000000000001,3100.22,1,Debit,Online,Retired
231.46,60.0,83.0,4707.24,3,Credit,Branch,Engineer
292.08,72.0,32.0,7950.48,2,Debit,ATM,Retired
63.98,54.0,258.0,7954.12,1,Debit,Online,Doctor
235.21,67.0,74.0,5946.61,0,Debit,Branch,Doctor
201.73,57.0,78.0,6650.71,1,Debit,Online,Engineer
161.31,28.0,13.0,1268.67,2,Debit,ATM,Student
18.41,53.0,168.00000000000003,8287.54,0,Debit,Branch,Doctor
471.75,34.0,41.0,12948.5,3,Credit,Branch,Doctor
290.02,55.0,246.0,4746.71,0,Debit,Branch,Engineer
48.05,27.0,37.99999999999999,5334.97,0,Debit,Branch,Engineer
359.42,55.0,30.0,1765.45,0,Debit,Branch,Doctor
32.91,19.0,255.0,427.3,1,Debit,Online,Student
3.8000000000000003,67.0,140.0,6285.39,0,Debit,Branch,Retired
31.81,51.0,149.0,1406.6,1,Debit,Online,Retired
220.2,28.0,102.0,1075.15,1,Debit,Online,Student
476.03,77.0,99.0,5958.34,3,Credit,Branch,Retired
141.91,23.0,49.0,791.9699999999999,0,Debit,Branch,Student
95.83,27.0,91.0,1726.4,1,Debit,Online,Student
51.15,46.0,199.0,8992.25,3,Credit,Branch,Engineer
50.75,62.0,185.0,8271.47,2,Debit,ATM,Doctor
185.07,22.0,159.0,636.42,0,Debit,Branch,Student
293.54,40.0,45.0,2290.1,1,Debit,Online,Engineer
23.38,32.0,89.0,9968.49,0,Debit,Branch,Engineer
285.26,28.0,93.0,167.72,2,Debit,ATM,Student
129.48,31.0,179.0,7581.7,2,Debit,ATM,Engineer
743.03,50.0,174.0,4111.38,2,Debit,ATM,Engineer
297.86,28.0,96.0,1680.14,5,Credit,ATM,Student
231.91999999999996,66.0,12.0,5715.08,2,Debit,ATM,Doctor
295.82,47.0,45.99999999999999,5897.73,3,Credit,Branch,Engineer
302.86,55.0,275.0,5239.24,1,Debit,Online,Doctor
81.08,58.0,56.0,7788.910000000001,2,Debit,ATM,Engineer
775.6,79.0,158.0,3898.6400000000003,3,Credit,Branch,Retired
178.43,26.0,136.0,1214.93,0,Debit,Branch,Student
211.91,20.0,181.0,927.4699999999999,1,Debit,Online,Student
17.21,23.0,219.0,914.16,1,Debit,Online,Student
124.22,23.0,172.0,9695.04,2,Debit,ATM,Student
38.37,63.0,135.0,8647.04,2,Debit,ATM,Doctor
269.79,52.0,17.0,1292.1,2,Debit,ATM,Engineer
605.42,21.0,33.0,392.34,2,Debit,ATM,Student
11.19,60.0,40.0,9877.17,2,Debit,ATM,Engineer
29.190000000000005,58.0,41.0,12059.85,3,Credit,Branch,Doctor
701.7,61.0,64.0,6643.24,4,Credit,Online,Retired
862.34,57.0,72.0,9903.48,0,Debit,Branch,Doctor
410.97,22.0,45.0,151.42,2,Debit,ATM,Student
36.97,41.0,79.0,2850.92,0,Debit,Branch,Engineer
137.59,30.0,95.0,10679.67,2,Debit,ATM,Doctor
168.11,51.0,12.0,10652.13,4,Credit,Online,Doctor
430.98,24.0,93.0,569.25,0,Debit,Branch,Student
13.87,24.0,20.0,954.83,0,Debit,Branch,Student
642.68,76.0,66.0,1831.2,2,Debit,ATM,Retired
175.07,28.0,169.0,9274.64,1,Debit,Online,Engineer
302.82,36.0,175.0,9384.54,2,Debit,ATM,Engineer
406.81,66.0,84.00000000000001,1968.3600000000001,1,Debit,Online,Retired
256.3,53.0,172.0,4203.05,1,Debit,Online,Retired
80.96,19.0,97.0,959.9399999999999,4,Credit,Online,Student
95.78,22.0,26.999999999999996,271.64,1,Debit,Online,Student
379.54,41.0,118.0,12571.76,3,Credit,Branch,Doctor
903.19,22.0,65.0,8627.08,1,Debit,Online,Student
142.19,18.0,26.999999999999996,524.46,0,Debit,Branch,Student
847.45,28.0,175.0,422.32,0,Debit,Branch,Student
295.18,66.0,30.999999999999996,12961.53,3,Credit,Branch,Doctor
18.46,68.0,213.0,6381.6,0,Debit,Branch,Retired
603.23,28.0,48.0,117.98000000000002,0,Debit,Branch,Student
54.5,57.0,147.0,1715.22,3,Credit,Branch,Retired
414.77,29.0,274.0,5599.81,1,Debit,Online,Doctor
886.19,61.0,69.00000000000001,7904.240000000001,0,Debit,Branch,Retired
440.03,49.0,88.0,1490.44,1,Debit,Online,Engineer
35.46,56.0,285.0,1532.72,2,Debit,ATM,Retired
76.39,18.0,219.0,5976.0,0,Debit,Branch,Student
595.91,19.0,162.0,1673.76,5,Credit,ATM,Student
6.03,76.0,70.0,3290.72,0,Debit,Branch,Retired
249.33999999999997,26.0,197.0,3030.97,2,Debit,ATM,Engineer
421.52,20.0,67.0,369.86,0,Debit,Branch,Student
189.77,58.0,24.0,6570.36,0,Debit,Branch,Engineer
73.19,76.0,213.0,2264.98,0,Debit,Branch,Retired
188.13,75.0,198.0,5029.87,4,Credit,Online,Retired
30.52,62.0,122.0,12327.74,0,Debit,Branch,Doctor
170.24,62.0,133.0,5172.99,0,Debit,Branch,Retired
56.620000000000005,54.0,121.0,8981.1,0,Debit,Branch,Doctor
53.14,34.0,70.0,7914.999999999999,2,Debit,ATM,Doctor
587.23,27.0,144.0,500.84,1,Debit,Online,Student
146.15,43.0,75.0,13784.4,0,Debit,Branch,Doctor
21.27,62.0,114.0,7392.79,4,Credit,Online,Retired
76.02,34.0,189.0,14765.41,4,Credit,Online,Doctor
170.19,27.0,156.0,745.87,3,Credit,Branch,Student
155.51,68.0,15.0,5360.19,2,Debit,ATM,Doctor
135.15,72.0,50.00000000000001,5878.14,1,Debit,Online,Retired
39.48,56.0,37.99999999999999,5889.51,2,Debit,ATM,Retired
451.68,33.0,15.0,4381.54,1,Debit,Online,Engineer
19.11,49.0,160.0,8478.46,4,Credit,Online,Engineer
355.0,26.0,33.0,185.47,4,Credit,Online,Student
427.69,43.0,236.0,2443.54,2,Debit,ATM,Engineer
254.85999999999999,23.0,102.0,699.8999999999999,0,Debit,Branch,Student
19.48,27.0,114.0,4739.59,2,Debit,ATM,Engineer
190.17,49.0,265.0,12893.85,2,Debit,ATM,Doctor
91.38,65.0,179.0,2402.58,2,Debit,ATM,Retired
206.63,59.0,128.0,7626.53,4,Credit,Online,Retired
93.22,52.0,52.00000000000001,1014.6300000000001,1,Debit,Online,Retired
547.98,28.0,171.0,1358.54,2,Debit,ATM,Student
641.06,23.0,25.000000000000004,1602.13,2,Debit,ATM,Student
314.55,27.0,18.999999999999996,1105.89,3,Credit,Branch,Student
836.45,61.0,63.0,1731.89,1,Debit,Online,Retired
189.45,53.0,61.99999999999999,12578.75,3,Credit,Branch,Doctor
91.84,67.0,80.0,1712.41,3,Credit,Branch,Retired
609.52,78.0,169.0,3485.03,2,Debit,ATM,Retired
859.3,78.0,68.00000000000001,1146.78,3,Credit,Branch,Retired
100.01,50.0,63.0,6393.12,2,Debit,ATM,Doctor
28.779999999999998,40.0,51.00000000000001,680.5499999999998,4,Credit,Online,Doctor
111.08,70.0,83.0,7037.34,1,Debit,Online,Doctor
470.96,69.0,123.99999999999999,12991.03,4,Credit,Online,Doctor
52.23,28.0,96.0,105.01,3,Credit,Branch,Student
78.62,32.0,52.00000000000001,1360.85,0,Debit,Branch,Doctor
47.79,25.0,37.0,1649.92,0,Debit,Branch,Student
333.97,52.0,45.0,5237.36,0,Debit,Branch,Doctor
30.869999999999997,33.0,295.0,14348.65,2,Debit,ATM,Doctor
710.43,67.0,115.0,5625.55,1,Debit,Online,Retired
220.23,41.0,48.0,3438.02,2,Debit,ATM,Engineer
27.28,29.0,96.0,10668.24,2,Debit,ATM,Doctor
101.52,49.0,98.0,2018.9000000000003,2,Debit,ATM,Engineer
162.65,59.0,147.0,9500.95,2,Debit,ATM,Engineer
10.52,55.0,30.0,2472.99,2,Debit,ATM,Retired
270.72,38.0,37.0,6522.47,0,Debit,Branch,Doctor
202.34,20.0,134.0,1223.45,1,Debit,Online,Student
247.58,39.0,151.99999999999997,778.74,2,Debit,ATM,Engineer
686.17,61.0,96.0,2246.15,2,Debit,ATM,Retired
359.65,25.0,289.0,219.53,4,Credit,Online,Student
109.91,38.0,90.0,12896.06,0,Debit,Branch,Doctor
215.72,30.0,137.0,8697.11,3,Credit,Branch,Engineer
490.76000000000005,66.0,156.0,6414.11,1,Debit,Online,Retired
224.28,64.0,68.00000000000001,5767.51,1,Debit,Online,Retired
614.03,68.0,51.00000000000001,2815.86,2,Debit,ATM,Retired
608.79,55.0,157.0,2991.17,1,Debit,Online,Engineer
186.55,48.0,288.0,224.65,0,Debit,Branch,Engineer
840.16,20.0,68.00000000000001,1236.76,3,Credit,Branch,Student
203.34,60.0,66.0,13586.99,2,Debit,ATM,Doctor
90.88,26.0,284.0,7117.35,2,Debit,ATM,Engineer
60.11,61.0,122.0,7235.87,3,Credit,Branch,Retired
393.92,72.0,47.0,7318.64,0,Debit,Branch,Retired
19.39,43.0,45.0,9847.6,2,Debit,ATM,Doctor
557.41,80.0,49.0,2968.75,4,Credit,Online,Retired
57.07000000000001,31.0,99.0,9323.71,4,Credit,Online,Doctor
395.27,18.0,167.0,1764.08,4,Credit,Online,Student
289.05,75.0,116.00000000000001,5683.49,2,Debit,ATM,Retired
46.11,33.0,233.0,5225.73,1,Debit,Online,Doctor
335.5,63.0,47.0,6445.4,2,Debit,ATM,Retired
388.07,24.0,68.00000000000001,289.71,1,Debit,Online,Student
520.86,51.0,66.0,9200.74,4,Credit,Online,Engineer
787.41,25.0,39.0,300.87,1,Debit,Online,Student
31.7,48.0,121.0,743.8999999999999,5,Credit,ATM,Doctor
22.3,21.0,90.0,1200.35,2,Debit,ATM,Student
203.12,56.0,181.0,1562.39,2,Debit,ATM,Retired
315.94,49.0,172.0,7719.709999999999,3,Credit,Branch,Doctor
192.23,54.0,39.0,2610.67,1,Debit,Online,Engineer
0.26,20.0,173.0,1833.67,1,Debit,Online,Student
210.77,71.0,161.0,5396.65,2,Debit,ATM,Retired
406.65,57.0,107.0,12995.7,2,Debit,ATM,Doctor
